source_id,title,source_owner,owner_basis,countries,country_ids,institutions,institution_ids,url,source_type,evidence_lanes,effective_evidence_lane,evidence_layers,dependent_claims,report_critical,priority,expected_check_cadence,last_checked,document_date_or_version,version_basis,local_or_registry_location,registry_ids,data_paths,used_for,current_status,review_notes
LRS-2AF9AFA7C6573B,Annual report 2024,univpm.it,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Italy,italy,,,https://www.univpm.it/Entra/Engine/RAServeFile.php/f/com_etico_ric/Relazione_Comitato_Etico_DEF%281%29.pdf,PDF,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry | transparency_layer,country:italy:boundary-regimes | transparency:italy:boundary-review,true,high,monthly technical check; quarterly content review,2026-07-16,2024 | year:2024,explicit source metadata | year in title or URL,data/Italy/raw documentation/source notes/Italy deep-dive sources.md | data/source-registry.csv#IT-S044,IT-S044,data/countries.js#COUNTRY_DATA[32].dossierDetails.integrityCommittees.groups[1].committees[4].links[3].url | data/countries.js#COUNTRY_DATA[32].dossierDetails.networkLayers[2].actors[4].documents[4].url | data/countries.js#COUNTRY_DATA[32].dossierDetails.sourceLinks[24].url | data/countries.js#COUNTRY_DATA[32].transparency.resources[5].url | data/source-registry.csv#IT-S044 | data/transparency.js#TRANSPARENCY_DATA[15].resources[4].url,Italy committee and case-file pilot | University research-ethics committee activity,not yet technically audited by this maintenance pipeline,Best Italian institutional annual-report micro-publication node found in this pass. | Institutional annual-report micro-publication node for a university research-ethics committee. | Institutional annual-report transparency node for a university research-ethics committee. | Useful micro-publication node beyond a simple committee page.
LRS-2B0A394E05C96B,About NENT,forskningsetikk.no,URL hostname fallback; review before publication attribution,Norway,norway,,,https://www.forskningsetikk.no/en/about-us/our-committees-and-commission/nent/about-nent,Committee page,boundary-regime | general-research-integrity,mixed-or-review,country_dossier,country:norway:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,2019,explicit source metadata | not recorded,,,data/countries.js#COUNTRY_DATA[3].dossierDetails.integrityCommittees.groups[0].committees[2].documents[0].url | data/countries.js#COUNTRY_DATA[3].dossierDetails.sourceLinks[12].url | data/countries.js#COUNTRY_DATA[3].dossierDetails.timeline[11].sourceUrl,,not yet technically audited by this maintenance pipeline,"Explains the committee's mandate, independence, 2026-2029 members and guideline lineage."
LRS-2B1E039C760FC4,KAA approves PhD standards and monitoring/post-accreditation procedures,akreditimi.rks-gov.net,URL hostname fallback; review before publication attribution,Kosovo,kosovo,,,https://akreditimi.rks-gov.net/scq-approves-the-new-phd-standards-and-the-regulation-on-monitoring-and-post-accreditation-procedures,procedure or regulation,general-research-integrity,general-research-integrity,country_dossier,country:kosovo:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-26,30 June 2025,explicit source metadata,,,data/countries.js#COUNTRY_DATA[36].dossierDetails.timeline[14].sourceUrl,,not yet technically audited by this maintenance pipeline,
LRS-2B2BECD097F176,STU opinion on complaint 2/2024,stuba.sk,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Slovakia,slovakia,,,https://www.stuba.sk/buxus/docs/stu/pracoviska/rektorat/odd_veda_vyskum/Eticka_komisia_/Stanovisko_EKSTU_2_2024_2025-9-17.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:slovakia:institutional-routes | country:slovakia:source-backbone | country:slovakia:system-allocation | country:slovakia:system-map,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,17 September 2025 | year:2025,explicit source metadata | year in title or URL,data/Slovakia/raw documentation/source notes/Slovakia deep-dive sources.md | data/source-registry.csv#SK-S030,SK-S030,data/countries.js#COUNTRY_DATA[22].documents[5].url | data/countries.js#COUNTRY_DATA[22].dossierDetails.integrityCommittees.groups[2].committees[3].links[2].url | data/countries.js#COUNTRY_DATA[22].dossierDetails.networkLayers[2].actors[3].documents[2].url | data/countries.js#COUNTRY_DATA[22].dossierDetails.sourceLinks[23].url | data/source-registry.csv#SK-S030,Slovakia committee and case-file pilot,not yet technically audited by this maintenance pipeline,Representative complaint opinion showing scope boundaries and a finding on publication-ethics-related claims.
LRS-2B36A24EBE15A7,Current misconduct and local-deviation split enters into effect,uhr.se,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Sweden,sweden,,,https://www.uhr.se/en/start/laws-and-regulations/laws-and-regulations/the-higher-education-ordinance,procedure or regulation,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:sweden:public-output | country:sweden:source-backbone | country:sweden:system-allocation | country:sweden:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-23,1 January 2020,explicit source metadata | not recorded,data/source-registry.csv#SE-S003 | data/Sweden/raw documentation/source notes/Sweden deep-dive sources.md,SE-S003,data/countries.js#COUNTRY_DATA[4].dossierDetails.networkLayers[1].actors[0].documents[1].url | data/countries.js#COUNTRY_DATA[4].dossierDetails.sourceLinks[3].url | data/countries.js#COUNTRY_DATA[4].dossierDetails.timeline[7].sourceUrl | data/countries.js#COUNTRY_DATA[4].transparency.resources[5].url | data/source-registry.csv#SE-S003,"Higher education institutions' duties on advice, local handling and annual reporting to Npof | Sweden review and relabel",not yet technically audited by this maintenance pipeline,"Chapter 1 Sections 16-18 create advice/support, local investigation/guideline and annual-report duties. | Core regulation for advice support local handling and annual reporting duties. | Explains why Sweden is stronger than a simple national-archive-only model but still uneven below the national level."
LRS-2B62076615D697,"AAK interview on reforms, plagiarism and statistics",aak.gov.az,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Azerbaijan,azerbaijan,,,https://aak.gov.az/news/220,Official interview,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:azerbaijan:public-output | country:azerbaijan:source-backbone,true,medium,quarterly when claim-active; otherwise annual,2026-04-28,2025,explicit source metadata | not recorded,data/Azerbaijan/raw documentation/source notes/Azerbaijan first-dossier sources.md | data/source-registry.csv#AZ-S008,AZ-S008,data/countries.js#COUNTRY_DATA[13].dossierDetails.sourceLinks[4].url | data/countries.js#COUNTRY_DATA[13].transparency.resources[3].url | data/source-registry.csv#AZ-S008,"Azerbaijan first expanded app dossier | Degree/title refusals, plagiarism controls and expert review",not yet technically audited by this maintenance pipeline,"Official AAK interview used for plagiarism controls, degree-title refusal statistics, expert-review framing and attestation-system reform. | Used for AAK's role in plagiarism control, degree/title refusal statistics and expert-review framing. | Useful for coding AAK as an active integrity-control route."
LRS-2B8E7F61A6F021,Ethics committee review examples,erbakan.edu.tr,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Turkey,turkey,,,https://erbakan.edu.tr/storage/departments/files/79999903/ET%C4%B0K%20%C4%B0HLAL%20DOK%C3%9CMANLARI/6-%20ET%C4%B0K%20KURUL%20%C4%B0NCELEME%20%C3%96RNEKLER%C4%B0.pdf,PDF,boundary-regime | general-research-integrity | supporting-unclassified,mixed-or-review,country_dossier | source_registry,country:turkey:boundary-regimes,true,medium,quarterly when claim-active; otherwise annual,2026-04-24,,not recorded,data/source-registry.csv#TR-S033 | data/Turkey/raw documentation/source notes/Turkey deep-dive sources.md,TR-S033,data/countries.js#COUNTRY_DATA[43].dossierDetails.integrityCommittees.groups[2].committees[3].links[1].url | data/countries.js#COUNTRY_DATA[43].dossierDetails.networkLayers[3].actors[3].documents[1].url | data/countries.js#COUNTRY_DATA[43].dossierDetails.sourceLinks[31].url | data/source-registry.csv#TR-S033,Turkey committee and case-file pilot,not yet technically audited by this maintenance pipeline,"Example ethics-review material; a procedural micro-source rather than a decision archive. | Official university-hosted example material for ethics committee review; procedural case-like source, not a decision archive."
LRS-2BB98AE8DF00A7,NCN Council adopts the integrity code,ncn.gov.pl,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Poland,poland,,,https://www.ncn.gov.pl/sites/default/files/pliki/Code-of-the-National-Science-Centre-on-Research-Integrity.pdf,PDF,general-research-integrity | supporting-unclassified,general-research-integrity,country_dossier | source_registry,country:poland:institutional-routes | country:poland:source-backbone | country:poland:system-allocation | country:poland:timeline,true,medium,quarterly when claim-active; otherwise annual,2026-04-29,11 May 2016,explicit source metadata | not recorded,data/Poland/raw documentation/source notes/Poland deep-dive sources.md | data/source-registry.csv#PL-S012,PL-S012,data/countries.js#COUNTRY_DATA[33].dossierDetails.integrityCommittees.groups[1].committees[0].links[1].url | data/countries.js#COUNTRY_DATA[33].dossierDetails.networkLayers[2].actors[1].documents[1].url | data/countries.js#COUNTRY_DATA[33].dossierDetails.sourceLinks[23].url | data/countries.js#COUNTRY_DATA[33].dossierDetails.timeline[1].sourceUrl | data/source-registry.csv#PL-S012,Poland deep dossier,not yet technically audited by this maintenance pipeline,"Main funder integrity code covering good practices, misconduct and sanctions. | Main funder integrity code."
LRS-2BEDC017C18BC5,Ethics at MU,muni.cz,URL hostname fallback from source registry; review before publication attribution | URL hostname fallback; review before publication attribution,Czechia,czechia,,,https://www.muni.cz/en/about-us/ethics,Ethics hub,boundary-regime | general-research-integrity,mixed-or-review,country_dossier | source_registry,,true,medium,quarterly when claim-active; otherwise annual,2026-04-30,,not recorded,data/Czechia/raw documentation/source notes/Czechia deep-dive sources.md | data/source-registry.csv#CZ-S007,CZ-S007,data/countries.js#COUNTRY_DATA[15].dossierDetails.integrityCommittees.groups[2].committees[3].links[1].url | data/countries.js#COUNTRY_DATA[15].dossierDetails.networkLayers[2].actors[1].documents[0].url | data/countries.js#COUNTRY_DATA[15].dossierDetails.sourceLinks[23].url | data/source-registry.csv#CZ-S007,Czechia committee and case-file pilot,not yet technically audited by this maintenance pipeline,"Links Code of Ethics, Ethics Board, REC, Ombudsperson, predatory publishing and plagiarism tools. | Official university ethics hub linking code, Ethics Board, Research Ethics Committee, rights-protection and animal-welfare routes; no public case archive located."
LRS-2C22ADD8638100,RESINT/Ofis manual for handling scientific-integrity signalements,ofis-france.fr,URL hostname fallback; review before publication attribution,France,france,Sorbonne University,sorbonne-university,https://www.ofis-france.fr/traitement-des-signalements-relatifs-a-lintegrite-scientifique-manuel-de-procedure,procedure or regulation,general-research-integrity,general-research-integrity,member_profile,member:sorbonne-university:institutional-route,true,high,monthly technical check; quarterly content review,2026-07-15,,not recorded,,,data/leru-members.js#LERU_MEMBER_DATA[19].sourceLinks[5].url,procedure guidance for handling scientific-integrity signalements,not yet technically audited by this maintenance pipeline,Manual edited by RESINT and published by Ofis; added from member validation.
