source_id,country,title,url,source_type,raw_documentation_category,accessed,used_for,stored_in,notes
EE-S006,Estonia,Estonian Code of Conduct for Research Integrity,https://etag.ee/wp-content/uploads/2025/06/HEA-TEADUSTAVA_eng_2023.pdf,PDF,codes of conduct,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Core national code source, including the statement that institutions retain responsibility for awareness, observance and procedures."
EE-S007,Estonia,Code of Ethics of Estonian Scientists,https://www.akadeemia.ee/wp-content/uploads/2020/06/code_ethics2002-3.pdf,PDF,codes of conduct,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Older national ethics baseline from the Estonian Academy of Sciences."
EE-S008,Estonia,Signatory agreement article,https://etag.ee/en/estonian-universities-research-institutions-and-the-estonian-research-council-sign-the-estonian-code-of-conduct-for-research-integrity-agreement/,Website,research integrity offices and bodies,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Used for the 1 November 2017 signatory-network layer around the Code of Conduct."
EE-S009,Estonia,Guidelines for Completing Ethics Self-Assessment for Grant Application 2025,https://etag.ee/wp-content/uploads/2025/02/Eetika_Tabel_ENG_v1_2025.pdf,PDF,funder requirements,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Best public funder-compliance source for ethics screening in ETAG grant applications."
EE-S010,Estonia,The Ethical Principles of Research with Human Participants,https://etag.ee/en/research-culture/research-integrity/the-ethical-principles-of-research-with-human-participants/,Website,ethics and boundary regimes,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Human-participant ethics boundary source."
EE-S011,Estonia,Higher education ministry page,https://www.hm.ee/en/education-research-and-youth-affairs/general-education/higher-education,Website,national policies and guidance,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Used to anchor the ministry layer and higher-education system context."
EE-S012,Estonia,Institutional accreditation,https://haka.ee/en/institutional-accreditation/,Website,reports and monitoring,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Quality-assurance layer source including the recurring institutional accreditation cycle."
EE-S013,Estonia,Research integrity counsellors,https://ut.ee/en/content/research-integrity-counsellors,Website,institutional procedures,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Key University of Tartu first-contact and confidentiality source."
EE-S014,Estonia,Ethics Committee of Tallinn University,https://www.tlu.ee/en/ethics-committee-tallinn-university,Website,institutional procedures,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Institutional ethics and academic-practice committee source with public start date."
EE-S015,Estonia,Academic Ethics Committee,https://taltech.ee/en/about-the-university/academic-ethics-committee,Website,institutional procedures,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"TalTech institutional route, including advice contact and no-anonymous-appeals rule."
EE-S016,Estonia,Good Academic Practice and Academic Ethics,https://www.emu.ee/en/good-academic-practice-and-academic-ethics,Website,institutional procedures,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"EMU senate-based academic-ethics route and good-faith reporter protection source."
EE-S017,Estonia,TAI Human Research Ethics Committee,https://www.tai.ee/et/instituudist/tai-inimuuringute-eetikakomitee,Website,ethics and boundary regimes,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Public institutional human-research ethics route with decision files and the post-31 December 2025 transition notice."
EE-S018,Estonia,Ethics Committee for Medicinal Products,https://www.ravimiamet.ee/en/medicines/clinical-trials/ethics-comittee-medicinal-products,Website,ethics and boundary regimes,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Clinical-trial ethics boundary source."
EE-S019,Estonia,Personal Data Protection Act,https://www.riigiteataja.ee/en/eli/523012019001/consolide,Website,law references,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Core data-protection boundary source, including the section 6 context referenced in the ethics-review architecture."
EE-S020,Estonia,How can we help foreign persons and authorities,https://www.aki.ee/en/guidelines-legislation/how-can-we-help-foreign-persons-and-authorities,Website,open science and data,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"Public statement that the Data Protection Inspectorate is Estonia's national supervisory authority."
EE-S021,Estonia,Experimental animals,https://pta.agri.ee/en/animals/experimental-animals,Website,ethics and boundary regimes,2026-04-22,Estonia deep dossier,data/Estonia/raw documentation/source notes/Estonia deep-dive sources.md,"National animal-testing boundary source covering permissions, establishments and the ministry committee route."
DE-S001,Germany,Basic Law for the Federal Republic of Germany,https://www.gesetze-im-internet.de/englisch_gg/englisch_gg.html,Website,law references,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Constitutional baseline, especially Article 5(3) on freedom of research and teaching."
DE-S002,Germany,DFG Code of Conduct page,https://www.dfg.de/en/basics-topics/basics-and-principles-of-funding/good-research-practice/code-of-conduct,Website,codes of conduct,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Core national good-research-practice standard and entry point for the 2019 code reform."
DE-S003,Germany,DFG Code of Conduct PDF,https://www.dfg.de/resource/blob/172294/dfg_code_of_conduct_en.pdf,PDF,codes of conduct,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Used for the underlying 19-guideline text of the DFG code."
DE-S004,Germany,DFG good research practice page,https://www.dfg.de/en/basics-topics/basics-and-principles-of-funding/good-research-practice,Website,research integrity offices and bodies,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Main DFG hub linking code implementation, funding condition and national ombuds support."
DE-S005,Germany,Notes on implementation,https://wissenschaftliche-integritaet.de/en/comments/notes-implementation/,Website,national policies and guidance,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Key source for the legally binding implementation requirement and the 31 July 2023 transition endpoint."
DE-S006,Germany,Research integrity portal ombudspersons page,https://wissenschaftliche-integritaet.de/en/code-of-conduct/ombudspersons/,Website,research integrity offices and bodies,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Used for the right-of-choice between local ombudspersons and the national ombuds body."
DE-S007,Germany,OWID procedural principles,https://ombudsgremium.de/3993/unsere-verfahrensgrundsaetze,Website,research integrity offices and bodies,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Core national ombuds procedure source covering confidentiality and annual reporting."
DE-S008,Germany,OWID contact page,https://ombudsgremium.de/kontakt-2/,Website,research integrity offices and bodies,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Used for access route and the possibility of anonymous or pseudonymous contact through the office."
DE-S009,Germany,OWID annual reports page,https://ombudsgremium.de/category/ombudsman/jahresberichte/,Website,reports and monitoring,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"National transparency hub for public annual reporting from the ombuds layer."
DE-S010,Germany,OWID annual report 2024,https://ombudsgremium.de/wp-content/uploads/2025/06/Jahresbericht-2024_Ombudsman-fuer-die-Wissenschaft.pdf,PDF,reports and monitoring,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Annual summary source used for transparency coding and current practice signals."
DE-S011,Germany,DFG misconduct page,https://www.dfg.de/en/basics-topics/basics-and-principles-of-funding/good-research-practice/misconduct,Website,research integrity offices and bodies,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Main DFG procedure page for the Committee of Inquiry and Joint Committee."
DE-S012,Germany,DFG Rules of Procedure for dealing with scientific misconduct,https://www.dfg.de/resource/blob/339200/dfg-80-01-v0524-en.pdf,PDF,research integrity offices and bodies,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Used for exact sanction options and the 1 May 2024 entry-into-force date."
DE-S013,Germany,DFG press release 39/2024,https://www.dfg.de/en/service/press/press_releases/2024/press_release_no_39,Website,reports and monitoring,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Official source for the September 2024 legal-status and naming change from the former German Research Ombudsman to OWID."
DE-S014,Germany,DFG press release 23/2025,https://www.dfg.de/en/service/press/press_releases/2025/press_release_no_23,Website,reports and monitoring,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Selective public sanction publication used for the transparency and timeline sections."
DE-S015,Germany,Recommendations on Academic Integrity,https://www.wissenschaftsrat.de/download/archiv/4609-15_engl.html,Website,national policies and guidance,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Wissenschaftsrat soft-law source used to map the pre-DFG-code national coordination layer."
DE-S016,Germany,HRK model statute,https://www.hrk.de/positionen/beschluss/detail/mustersatzung-zur-sicherung-guter-wissenschaftlicher-praxis-und-zum-umgang-mit-verdachtsfaellen-wisse/,Website,national policies and guidance,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Sector-wide model statute source for legally binding university implementation."
DE-S017,Germany,Helmholtz good scientific practice page,https://www.helmholtz.de/en/about-us/our-values/good-scientific-practice/,Website,institutional procedures,2026-04-22,Germany deep dossier,data/Germany/raw documentation/source notes/Germany deep-dive sources.md,"Official source for the central and center-level Helmholtz ombuds architecture."
